rank,pool,votes,expected_usd
1,0x680581725840958141bb328666d8fc185ac4fa49,368000,182.747568
2,0xd68f485e3f99e8865a89387b38c3ba33e529d2a3,340000,1210.337697
3,0x18156ace9940645ebf3602e2b320a77131a70ad1,294000,147.141278
4,0x89f29dd355d74e57389374a2aa5f9518a1e497ac,124000,70.520291
5,0x605abd1873737ca9a9ec1cfa52cdfc8ef62c2e1d,117000,68.231933
6,0xb3f0828eb3375b609b49e9fb959472a29cd6e49a,100000,57.016608
7,0x8323ba10155388825fba72f4c81dd6642d7321ef,82000,42.611246
8,0xab5d32ff95b58bd5e77de08738a391973ee88c81,70000,33.703508
9,0xa528c2462fa74eb1a2335424d69d721e4aed1367,24000,17.393406
10,0x2df4af05f8c4aff0d3fbfc327595dbb7fc6498bf,22000,10.193699
11,0x5984bc5ca90388aac221147ca9da419a2a458a9f,20000,10.925357
12,0xcd280042f629fa2384179911f9cb1f932b9f26c8,19000,11.866226
13,0xc874416e1fdee2dc291fe1a4b7b91fb4c5875fc2,18000,10.447762
14,0x0e10d9b9873e798e59ecace18eb9c6e220dc111c,18000,10.012683
15,0x4c1aeda9b43efcf1da1d1755b18802aabe90f61e,17000,8.764519
16,0xe62a34ae5e0b9fde3501aeb72dc9585bb3b72a7e,16000,10.611557
17,0xbce15e3e9799c9296c631b8fca65386d9554f49a,16000,10.195883
18,0x29262772a1a99f180ac2e70093954cf4adf3cd85,16000,8.923425
19,0x84994103403c715bace3bfb42f074f50e5432d55,13000,7.131392
20,0x46f4149cea5556bd013d4f031d3e3b65573fc002,9000,4.967991
21,0xbeef050a7485865a7a8d8ca0cc5f7536b7a3443e,9000,4.380651
22,0x02ab4a243c229550f6babcfdb106f19b35124df6,5000,2.707397
23,0x7d4d7988152742e00d0b7245490bc4a06480e668,5000,2.372232
24,0x769bef1459ffc8ccc50b3e014d1ffbaf4c50cb39,4000,2.638403
25,0x95fe59cdcbbc619ace31cf1b69691692e77401f8,4000,2.526722
26,0x5fd254cd52235b9c04e53b48d77b52366bfb7c03,4000,2.361762
27,0xacdb45dcf58a8da1706468b5828dec484f37c5e3,4000,2.318204
28,0x3c3ad27a7f71959fc305af9170d0dbf2846aea06,4000,2.227627
29,0x4f0a58b2f561cd23e3059e76526125c85e281821,3000,2.087699
30,0x1ad9e6154a45aacbf98f96f386e4c477a5c8d490,3000,1.915013
31,0x66352585bad83da857a020f739f1f7ca93209a1b,3000,1.794554
32,0xd604cf300a4ae4345426df42ffb296aa35b4bef2,3000,1.752522
33,0xdf7d47cb2a669852f9e9c3022776ec66edb217ce,2908,1.603412
34,0x19ff35059452faa793dddf9894a1571c5d41003e,2000,1.085284
35,0x52fde427c2483ba0749140c0b43cfce73ba50d20,1000,0.455923
36,0x51f0b932855986b0e621c9d4db6eee1f4644d3d2,1000,0.455784
37,0xf19787f048b3401546aa7a979afa79d555c114dd,1000,0.402714
38,0xcecf4d16114e601276ba7e8c39a309fbfc605f0e,1000,0.377976
39,0xd4610403f0a93611ca76a5847743533268eff793,1000,0.375698
40,0xa7cf47a3a6c7a2f7e44de0483e75ef7d83b7a63d,1000,0.375048
41,0x721bcd563603a559616dc9fb886a1732186995a4,1000,0.360316
42,0xbeefe94c8ad530842bfe7d8b397938ffc1cb83b2,1000,0.338792
43,0x763adcf71cb195184088a26be01662119e303f5f,1000,0.282939
44,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1000,0.281130
45,0xa4b2401dbbf97e3fbda6fb4ef3f4b7a37069232b,1000,0.277817
46,0x30816a9e6572407a83ba5fd18e145d9dd81540f5,1000,0.226643
47,0xc3f617c8a3da6d286c8f97af946a8f293632c852,1000,0.187310
48,0x1c419ac8fbaf8082eb7276fc2f243a74daf1c927,1000,0.180618
49,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,1000,0.160003
50,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,1000,0.131052
