rank,pool,votes,expected_usd
1,0x763adcf71cb195184088a26be01662119e303f5f,382000,135.696840
2,0x51f0b932855986b0e621c9d4db6eee1f4644d3d2,234000,61.353227
3,0xcecf4d16114e601276ba7e8c39a309fbfc605f0e,162000,44.251837
4,0xb3f0828eb3375b609b49e9fb959472a29cd6e49a,112000,34.037258
5,0x89f29dd355d74e57389374a2aa5f9518a1e497ac,89000,27.933868
6,0x2df4af05f8c4aff0d3fbfc327595dbb7fc6498bf,85000,23.440334
7,0x29262772a1a99f180ac2e70093954cf4adf3cd85,68000,27.185349
8,0xf19787f048b3401546aa7a979afa79d555c114dd,52000,15.828772
9,0x721bcd563603a559616dc9fb886a1732186995a4,52000,15.613456
10,0x4c1aeda9b43efcf1da1d1755b18802aabe90f61e,50000,15.447493
11,0x605abd1873737ca9a9ec1cfa52cdfc8ef62c2e1d,47000,14.746250
12,0xbeef050a7485865a7a8d8ca0cc5f7536b7a3443e,47000,14.662665
13,0xbeefe94c8ad530842bfe7d8b397938ffc1cb83b2,47000,12.259548
14,0x0e10d9b9873e798e59ecace18eb9c6e220dc111c,45000,14.717159
15,0xca260c4633a3834caa9d70e5ea2d78d9290890c6,43000,17.801493
16,0xc874416e1fdee2dc291fe1a4b7b91fb4c5875fc2,24000,7.350055
17,0x15951b35d7a8ea6b6ef5718eab2fcdd3ad072451,22000,8.105709
18,0x5984bc5ca90388aac221147ca9da419a2a458a9f,22000,7.640096
19,0x8323ba10155388825fba72f4c81dd6642d7321ef,22000,6.832108
20,0xcd280042f629fa2384179911f9cb1f932b9f26c8,20000,6.156162
21,0xcc037919bc28498c49b1c367d51ecd29b4b982c4,16000,7.315167
22,0xc3f617c8a3da6d286c8f97af946a8f293632c852,16000,4.914942
23,0xa528c2462fa74eb1a2335424d69d721e4aed1367,14000,4.321353
24,0xa4b2401dbbf97e3fbda6fb4ef3f4b7a37069232b,13000,3.999260
25,0xd4610403f0a93611ca76a5847743533268eff793,11000,3.068583
26,0x2d9b441c4333b0383a27ad751f9190ab18b0b349,10000,22.841396
27,0x02ab4a243c229550f6babcfdb106f19b35124df6,10000,2.981340
28,0x95fe59cdcbbc619ace31cf1b69691692e77401f8,9000,2.770869
29,0xbce15e3e9799c9296c631b8fca65386d9554f49a,8000,2.484223
30,0xa7cf47a3a6c7a2f7e44de0483e75ef7d83b7a63d,8000,2.429640
31,0xb55fab1b4f8a2f52cca0c21ca3c4c20060454086,4000,1.284579
32,0xd604cf300a4ae4345426df42ffb296aa35b4bef2,4000,1.268728
33,0xdf7d47cb2a669852f9e9c3022776ec66edb217ce,4000,1.257250
34,0x769bef1459ffc8ccc50b3e014d1ffbaf4c50cb39,4000,1.226540
35,0xacdb45dcf58a8da1706468b5828dec484f37c5e3,4000,1.224086
36,0x84994103403c715bace3bfb42f074f50e5432d55,2908,0.759078
37,0x363d5faaea0cdd277f8f7e6578dcefbfb4a17520,2000,0.522356
38,0x52fde427c2483ba0749140c0b43cfce73ba50d20,1000,0.259800
39,0x680581725840958141bb328666d8fc185ac4fa49,1000,0.248275
40,0x10e90f2e9d1aba759d151247416644331584e04d,1000,0.238571
41,0x4506b0e9a7b0b06185ff317cef77bc5454b045c9,1000,0.231226
42,0x1c419ac8fbaf8082eb7276fc2f243a74daf1c927,1000,0.219887
43,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1000,0.205133
44,0xab5d32ff95b58bd5e77de08738a391973ee88c81,1000,0.177835
45,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,1000,0.139396
46,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,1000,0.136330
47,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1000,0.132397
