rank,pool,votes,expected_usd
1,0x4964af09ae3cab10cbc16f78a20a3690a39507d9,423000,218.352647
2,0x2df4af05f8c4aff0d3fbfc327595dbb7fc6498bf,197000,32.709432
3,0x5984bc5ca90388aac221147ca9da419a2a458a9f,125000,55.939284
4,0x8323ba10155388825fba72f4c81dd6642d7321ef,108000,21.948822
5,0x721bcd563603a559616dc9fb886a1732186995a4,101000,17.512902
6,0xf19787f048b3401546aa7a979afa79d555c114dd,98000,20.229785
7,0xc142affc7191aa77ef644a790da10a9aa8b01f7e,91000,18.638626
8,0xcecf4d16114e601276ba7e8c39a309fbfc605f0e,71000,13.673240
9,0xa4b2401dbbf97e3fbda6fb4ef3f4b7a37069232b,64000,14.488304
10,0xc874416e1fdee2dc291fe1a4b7b91fb4c5875fc2,63000,12.515104
11,0x680581725840958141bb328666d8fc185ac4fa49,52000,8.624130
12,0xab5d32ff95b58bd5e77de08738a391973ee88c81,42000,6.879958
13,0xb3f0828eb3375b609b49e9fb959472a29cd6e49a,40000,8.321706
14,0xef96ec76eeb36584fc4922e9fa268e0780170f33,31000,5.659566
15,0xcd280042f629fa2384179911f9cb1f932b9f26c8,28000,5.036336
16,0xd6989c6fec14a38a8e2cd3e4cf6ce3a5ebcf35b6,24000,5.122577
17,0x605abd1873737ca9a9ec1cfa52cdfc8ef62c2e1d,17000,3.230431
18,0xbeef050a7485865a7a8d8ca0cc5f7536b7a3443e,17000,2.997027
19,0x763adcf71cb195184088a26be01662119e303f5f,16000,3.189873
20,0xc3f617c8a3da6d286c8f97af946a8f293632c852,16000,2.950043
21,0x29262772a1a99f180ac2e70093954cf4adf3cd85,16000,2.803431
22,0xdf7d47cb2a669852f9e9c3022776ec66edb217ce,11000,2.154068
23,0x363d5faaea0cdd277f8f7e6578dcefbfb4a17520,11000,1.990295
24,0x52fde427c2483ba0749140c0b43cfce73ba50d20,11000,1.824751
25,0x18156ace9940645ebf3602e2b320a77131a70ad1,9000,1.848549
26,0x30816a9e6572407a83ba5fd18e145d9dd81540f5,8000,1.446529
27,0x4c1aeda9b43efcf1da1d1755b18802aabe90f61e,8000,1.283000
28,0x0e10d9b9873e798e59ecace18eb9c6e220dc111c,7908,1.299316
29,0x07e72e46c319a6d5aca28ad52f5c41a7821989ad,7000,1.621089
30,0xa7cf47a3a6c7a2f7e44de0483e75ef7d83b7a63d,7000,1.238670
31,0xb55fab1b4f8a2f52cca0c21ca3c4c20060454086,6000,1.399893
32,0xbce15e3e9799c9296c631b8fca65386d9554f49a,6000,1.087163
33,0x89f29dd355d74e57389374a2aa5f9518a1e497ac,6000,1.045760
34,0xcc037919bc28498c49b1c367d51ecd29b4b982c4,5000,1.150163
35,0x95fe59cdcbbc619ace31cf1b69691692e77401f8,5000,0.908419
36,0xd4610403f0a93611ca76a5847743533268eff793,4000,0.676052
37,0xa528c2462fa74eb1a2335424d69d721e4aed1367,3000,0.589754
38,0x02ab4a243c229550f6babcfdb106f19b35124df6,3000,0.550870
39,0x5fd254cd52235b9c04e53b48d77b52366bfb7c03,3000,0.543547
40,0xd604cf300a4ae4345426df42ffb296aa35b4bef2,3000,0.524722
41,0x567b69f72c0a2689c9be0cfba576af3caa896cb2,2000,0.331227
42,0xbfdee8d6c37e3173ef808f884f99c0ba35892aa7,1000,0.141632
43,0x51f0b932855986b0e621c9d4db6eee1f4644d3d2,1000,0.139510
44,0xd68f485e3f99e8865a89387b38c3ba33e529d2a3,1000,0.137767
45,0xbeefe94c8ad530842bfe7d8b397938ffc1cb83b2,1000,0.125585
46,0xee58348059c9ad6ac345be79c399da0c200627ed,1000,0.123176
47,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1000,0.113776
48,0x10e90f2e9d1aba759d151247416644331584e04d,1000,0.099527
49,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1000,0.079073
50,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,1000,0.078745
