rank,pool,votes,expected_usd
1,0x18156ace9940645ebf3602e2b320a77131a70ad1,376000,113.149543
2,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,318000,90.088997
3,0xcecf4d16114e601276ba7e8c39a309fbfc605f0e,219908,60.472923
4,0xbeef050a7485865a7a8d8ca0cc5f7536b7a3443e,130000,38.871294
5,0x2df4af05f8c4aff0d3fbfc327595dbb7fc6498bf,89000,22.776708
6,0xb3f0828eb3375b609b49e9fb959472a29cd6e49a,88000,32.939491
7,0x52fde427c2483ba0749140c0b43cfce73ba50d20,67000,21.355051
8,0x605abd1873737ca9a9ec1cfa52cdfc8ef62c2e1d,61000,23.880499
9,0xcd280042f629fa2384179911f9cb1f932b9f26c8,59000,26.612068
10,0x51f0b932855986b0e621c9d4db6eee1f4644d3d2,53000,13.460384
11,0x5984bc5ca90388aac221147ca9da419a2a458a9f,48000,13.920648
12,0xf19787f048b3401546aa7a979afa79d555c114dd,39000,11.392452
13,0x89f29dd355d74e57389374a2aa5f9518a1e497ac,35000,11.253982
14,0xca260c4633a3834caa9d70e5ea2d78d9290890c6,31000,12.254184
15,0x29262772a1a99f180ac2e70093954cf4adf3cd85,18000,4.837100
16,0x0e10d9b9873e798e59ecace18eb9c6e220dc111c,16000,4.466401
17,0xc874416e1fdee2dc291fe1a4b7b91fb4c5875fc2,12000,3.343543
18,0x66352585bad83da857a020f739f1f7ca93209a1b,12000,3.329931
19,0xa4b2401dbbf97e3fbda6fb4ef3f4b7a37069232b,9000,3.086066
20,0x02ab4a243c229550f6babcfdb106f19b35124df6,9000,3.058568
21,0xc3f617c8a3da6d286c8f97af946a8f293632c852,9000,2.518459
22,0xd4610403f0a93611ca76a5847743533268eff793,9000,2.365409
23,0xa528c2462fa74eb1a2335424d69d721e4aed1367,8000,2.219277
24,0x434355f7eafcf3a5b8a6ef755505b845682f906b,7000,2.419898
25,0x8323ba10155388825fba72f4c81dd6642d7321ef,6000,1.661478
26,0xe62a34ae5e0b9fde3501aeb72dc9585bb3b72a7e,5000,1.847029
27,0x9e7e8997db3d2e3ae84e237fd49a4d0c878604fa,5000,1.564507
28,0x3c3ad27a7f71959fc305af9170d0dbf2846aea06,5000,1.471747
29,0x363d5faaea0cdd277f8f7e6578dcefbfb4a17520,5000,1.456249
30,0xbce15e3e9799c9296c631b8fca65386d9554f49a,4000,1.116009
31,0x4506b0e9a7b0b06185ff317cef77bc5454b045c9,4000,1.080638
32,0x769bef1459ffc8ccc50b3e014d1ffbaf4c50cb39,3000,0.836326
33,0x84994103403c715bace3bfb42f074f50e5432d55,3000,0.768174
34,0xa7cf47a3a6c7a2f7e44de0483e75ef7d83b7a63d,2000,0.545941
35,0x7d4d7988152742e00d0b7245490bc4a06480e668,1000,0.261652
36,0x4c1aeda9b43efcf1da1d1755b18802aabe90f61e,1000,0.252038
37,0x721bcd563603a559616dc9fb886a1732186995a4,1000,0.245315
38,0xab5d32ff95b58bd5e77de08738a391973ee88c81,1000,0.236516
39,0xbeefe94c8ad530842bfe7d8b397938ffc1cb83b2,1000,0.234599
40,0x8772c46a7d10d7189d21eb635a9d271c83f66263,1000,0.202576
41,0xee58348059c9ad6ac345be79c399da0c200627ed,1000,0.175986
42,0x1c419ac8fbaf8082eb7276fc2f243a74daf1c927,1000,0.158664
43,0x680581725840958141bb328666d8fc185ac4fa49,1000,0.151747
44,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,1000,0.118518
